No,Year,Order,Name,Judge,Score
11,2015,3,スーパーマラドーナ,吉田,90
11,2015,3,スーパーマラドーナ,岩尾,93
11,2015,3,スーパーマラドーナ,増田,87
11,2015,3,スーパーマラドーナ,礼二,92
11,2015,4,和牛,哲夫,88
11,2015,4,和牛,佐藤,90
11,2015,4,和牛,石田,88
11,2015,4,和牛,富澤,90
11,2015,4,和牛,徳井,90
11,2015,4,和牛,吉田,86
11,2015,4,和牛,岩尾,92
11,2015,4,和牛,増田,92
11,2015,4,和牛,礼二,90
11,2015,5,ジャルジャル,哲夫,93
11,2015,5,ジャルジャル,佐藤,93
11,2015,5,ジャルジャル,石田,94
11,2015,5,ジャルジャル,富澤,94
11,2015,5,ジャルジャル,徳井,96
11,2015,5,ジャルジャル,吉田,90
11,2015,5,ジャルジャル,岩尾,96
11,2015,5,ジャルジャル,増田,89
11,2015,5,ジャルジャル,礼二,89
11,2015,6,銀シャリ,哲夫,92
11,2015,6,銀シャリ,佐藤,89
11,2015,6,銀シャリ,石田,87
11,2015,6,銀シャリ,富澤,92
11,2015,6,銀シャリ,徳井,95
11,2015,6,銀シャリ,吉田,89
11,2015,6,銀シャリ,岩尾,92
11,2015,6,銀シャリ,増田,91
11,2015,6,銀シャリ,礼二,91
11,2015,7,ハライチ,哲夫,87
11,2015,7,ハライチ,佐藤,88
11,2015,7,ハライチ,石田,86
11,2015,7,ハライチ,富澤,89
11,2015,7,ハライチ,徳井,89
11,2015,7,ハライチ,吉田,83
11,2015,7,ハライチ,岩尾,85
11,2015,7,ハライチ,増田,89
11,2015,7,ハライチ,礼二,92
11,2015,8,タイムマシーン3号,哲夫,88
11,2015,8,タイムマシーン3号,佐藤,91
11,2015,8,タイムマシーン3号,石田,94
11,2015,8,タイムマシーン3号,富澤,93
11,2015,8,タイムマシーン3号,徳井,88
11,2015,8,タイムマシーン3号,吉田,89
11,2015,8,タイムマシーン3号,岩尾,90
11,2015,8,タイムマシーン3号,増田,90
11,2015,8,タイムマシーン3号,礼二,93
11,2015,9,トレンディエンジェル,哲夫,91
11,2015,9,トレンディエンジェル,佐藤,92
11,2015,9,トレンディエンジェル,石田,92
11,2015,9,トレンディエンジェル,富澤,93
11,2015,9,トレンディエンジェル,徳井,88
11,2015,9,トレンディエンジェル,吉田,93
11,2015,9,トレンディエンジェル,岩尾,89
11,2015,9,トレンディエンジェル,増田,93
11,2015,9,トレンディエンジェル,礼二,94
12,2016,1,アキナ,巨人,92
12,2016,1,アキナ,礼二,89
12,2016,1,アキナ,大吉,89
12,2016,1,アキナ,松本,87
12,2016,1,アキナ,上沼,89
12,2016,2,カミナリ,巨人,91
12,2016,2,カミナリ,礼二,90
12,2016,2,カミナリ,大吉,90
12,2016,2,カミナリ,松本,89
12,2016,2,カミナリ,上沼,81
12,2016,3,相席スタート,巨人,87
12,2016,3,相席スタート,礼二,88
12,2016,3,相席スタート,大吉,87
12,2016,3,相席スタート,松本,84
12,2016,3,相席スタート,上沼,90
12,2016,4,銀シャリ,巨人,96
12,2016,4,銀シャリ,礼二,91
12,2016,4,銀シャリ,大吉,93
12,2016,4,銀シャリ,松本,95
12,2016,4,銀シャリ,上沼,95
12,2016,5,スリムクラブ,巨人,85
12,2016,5,スリムクラブ,礼二,89
12,2016,5,スリムクラブ,大吉,88
12,2016,5,スリムクラブ,松本,90
12,2016,5,スリムクラブ,上沼,89
12,2016,6,ハライチ,巨人,91
12,2016,6,ハライチ,礼二,88
12,2016,6,ハライチ,大吉,89
12,2016,6,ハライチ,松本,85
12,2016,6,ハライチ,上沼,93
12,2016,7,スーパーマラドーナ,巨人,90
12,2016,7,スーパーマラドーナ,礼二,95
12,2016,7,スーパーマラドーナ,大吉,92
12,2016,7,スーパーマラドーナ,松本,89
12,2016,7,スーパーマラドーナ,上沼,93
12,2016,8,さらば青春の光,巨人,87
12,2016,8,さらば青春の光,礼二,90
12,2016,8,さらば青春の光,大吉,90
12,2016,8,さらば青春の光,松本,90
12,2016,8,さらば青春の光,上沼,91
12,2016,9,和牛,巨人,95
12,2016,9,和牛,礼二,95
12,2016,9,和牛,大吉,91
12,2016,9,和牛,松本,93
12,2016,9,和牛,上沼,95
13,2017,1,ゆにばーす,巨人,89
13,2017,1,ゆにばーす,渡辺,87
13,2017,1,ゆにばーす,礼二,90
13,2017,1,ゆにばーす,小朝,91
13,2017,1,ゆにばーす,大吉,92
13,2017,1,ゆにばーす,松本,87
13,2017,1,ゆにばーす,上沼,90
13,2017,2,カミナリ,巨人,87
13,2017,2,カミナリ,渡辺,86
13,2017,2,カミナリ,礼二,89
13,2017,2,カミナリ,小朝,90
13,2017,2,カミナリ,大吉,91
13,2017,2,カミナリ,松本,85
13,2017,2,カミナリ,上沼,90
13,2017,3,とろサーモン,巨人,88
13,2017,3,とろサーモン,渡辺,93
13,2017,3,とろサーモン,礼二,93
13,2017,3,とろサーモン,小朝,93
13,2017,3,とろサーモン,大吉,93
13,2017,3,とろサーモン,松本,92
13,2017,3,とろサーモン,上沼,93
13,2017,4,かまいたち,巨人,95
13,2017,4,かまいたち,渡辺,89
13,2017,4,かまいたち,礼二,94
13,2017,4,かまいたち,小朝,90
13,2017,4,かまいたち,大吉,92
13,2017,4,かまいたち,松本,91
13,2017,4,かまいたち,上沼,89
13,2017,5,スーパーマラドーナ,巨人,94
13,2017,5,スーパーマラドーナ,渡辺,91
13,2017,5,スーパーマラドーナ,礼二,92
13,2017,5,スーパーマラドーナ,小朝,91
13,2017,5,スーパーマラドーナ,大吉,93
13,2017,5,スーパーマラドーナ,松本,90
13,2017,5,スーパーマラドーナ,上沼,89
13,2017,6,マヂカルラブリー,巨人,86
13,2017,6,マヂカルラブリー,渡辺,89
13,2017,6,マヂカルラブリー,礼二,88
13,2017,6,マヂカルラブリー,小朝,89
13,2017,6,マヂカルラブリー,大吉,88
13,2017,6,マヂカルラブリー,松本,84
13,2017,6,マヂカルラブリー,上沼,83
13,2017,7,さや香,巨人,87
13,2017,7,さや香,渡辺,91
13,2017,7,さや香,礼二,90
13,2017,7,さや香,小朝,90
13,2017,7,さや香,大吉,90
13,2017,7,さや香,松本,90
13,2017,7,さや香,上沼,90
13,2017,8,ミキ,巨人,93
13,2017,8,ミキ,渡辺,94
13,2017,8,ミキ,礼二,91
13,2017,8,ミキ,小朝,92
13,2017,8,ミキ,大吉,91
13,2017,8,ミキ,松本,94
13,2017,8,ミキ,上沼,95
13,2017,9,和牛,巨人,92
13,2017,9,和牛,渡辺,92
13,2017,9,和牛,礼二,93
13,2017,9,和牛,小朝,94
13,2017,9,和牛,大吉,94
13,2017,9,和牛,松本,93
13,2017,9,和牛,上沼,95
13,2017,10,ジャルジャル,巨人,93
13,2017,10,ジャルジャル,渡辺,88
13,2017,10,ジャルジャル,礼二,89
13,2017,10,ジャルジャル,小朝,90
13,2017,10,ジャルジャル,大吉,91
13,2017,10,ジャルジャル,松本,95
13,2017,10,ジャルジャル,上沼,90
14,2018,1,見取り図,巨人,88
14,2018,1,見取り図,礼二,91
14,2018,1,見取り図,塙,85
14,2018,1,見取り図,志らく,85
14,2018,1,見取り図,富澤,86
14,2018,1,見取り図,松本,83
14,2018,1,見取り図,上沼,88
14,2018,2,スーパーマラドーナ,巨人,87
14,2018,2,スーパーマラドーナ,礼二,90
14,2018,2,スーパーマラドーナ,塙,89
14,2018,2,スーパーマラドーナ,志らく,88
14,2018,2,スーパーマラドーナ,富澤,89
14,2018,2,スーパーマラドーナ,松本,85
14,2018,2,スーパーマラドーナ,上沼,89
14,2018,3,かまいたち,巨人,89
14,2018,3,かまいたち,礼二,92
14,2018,3,かまいたち,塙,92
14,2018,3,かまいたち,志らく,88
14,2018,3,かまいたち,富澤,91
14,2018,3,かまいたち,松本,90
14,2018,3,かまいたち,上沼,94
14,2018,4,ジャルジャル,巨人,93
14,2018,4,ジャルジャル,礼二,93
14,2018,4,ジャルジャル,塙,93
14,2018,4,ジャルジャル,志らく,99
14,2018,4,ジャルジャル,富澤,90
14,2018,4,ジャルジャル,松本,92
14,2018,4,ジャルジャル,上沼,88
14,2018,5,ギャロップ,巨人,87
14,2018,5,ギャロップ,礼二,90
14,2018,5,ギャロップ,塙,89
14,2018,5,ギャロップ,志らく,86
14,2018,5,ギャロップ,富澤,87
14,2018,5,ギャロップ,松本,86
14,2018,5,ギャロップ,上沼,89
14,2018,6,ゆにばーす,巨人,84
14,2018,6,ゆにばーす,礼二,91
14,2018,6,ゆにばーす,塙,82
14,2018,6,ゆにばーす,志らく,87
14,2018,6,ゆにばーす,富澤,86
14,2018,6,ゆにばーす,松本,80
14,2018,6,ゆにばーす,上沼,84
14,2018,7,ミキ,巨人,90
14,2018,7,ミキ,礼二,93
14,2018,7,ミキ,塙,90
14,2018,7,ミキ,志らく,89
14,2018,7,ミキ,富澤,90
14,2018,7,ミキ,松本,88
14,2018,7,ミキ,上沼,98
14,2018,8,トム・ブラウン,巨人,87
14,2018,8,トム・ブラウン,礼二,90
14,2018,8,トム・ブラウン,塙,93
14,2018,8,トム・ブラウン,志らく,97
14,2018,8,トム・ブラウン,富澤,89
14,2018,8,トム・ブラウン,松本,91
14,2018,8,トム・ブラウン,上沼,86
14,2018,9,霜降り明星,巨人,93
14,2018,9,霜降り明星,礼二,96
14,2018,9,霜降り明星,塙,98
14,2018,9,霜降り明星,志らく,93
14,2018,9,霜降り明星,富澤,91
14,2018,9,霜降り明星,松本,94
14,2018,9,霜降り明星,上沼,97
14,2018,10,和牛,巨人,92
14,2018,10,和牛,礼二,94
14,2018,10,和牛,塙,94
14,2018,10,和牛,志らく,93
14,2018,10,和牛,富澤,92
14,2018,10,和牛,松本,93
14,2018,10,和牛,上沼,98
15,2019,1,ニューヨーク,巨人,87
15,2019,1,ニューヨーク,塙,91
15,2019,1,ニューヨーク,志らく,90
15,2019,1,ニューヨーク,富澤,88
15,2019,1,ニューヨーク,礼二,88
15,2019,1,ニューヨーク,松本,82
15,2019,1,ニューヨーク,上沼,90
15,2019,2,かまいたち,巨人,93
15,2019,2,かまいたち,塙,95
15,2019,2,かまいたち,志らく,95
15,2019,2,かまいたち,富澤,93
15,2019,2,かまいたち,礼二,94
15,2019,2,かまいたち,松本,95
15,2019,2,かまいたち,上沼,95
15,2019,3,和牛,巨人,92
15,2019,3,和牛,塙,96
15,2019,3,和牛,志らく,96
15,2019,3,和牛,富澤,91
15,2019,3,和牛,礼二,93
15,2019,3,和牛,松本,92
15,2019,3,和牛,上沼,92
15,2019,4,すゑひろがりず,巨人,92
15,2019,4,すゑひろがりず,塙,91
15,2019,4,すゑひろがりず,志らく,92
15,2019,4,すゑひろがりず,富澤,90
15,2019,4,すゑひろがりず,礼二,91
15,2019,4,すゑひろがりず,松本,89
15,2019,4,すゑひろがりず,上沼,92
15,2019,5,からし蓮根,巨人,93
15,2019,5,からし蓮根,塙,90
15,2019,5,からし蓮根,志らく,89
15,2019,5,からし蓮根,富澤,90
15,2019,5,からし蓮根,礼二,93
15,2019,5,からし蓮根,松本,90
15,2019,5,からし蓮根,上沼,94
15,2019,6,見取り図,巨人,94
15,2019,6,見取り図,塙,92
15,2019,6,見取り図,志らく,94
15,2019,6,見取り図,富澤,91
15,2019,6,見取り図,礼二,93
15,2019,6,見取り図,松本,91
15,2019,6,見取り図,上沼,94
15,2019,7,ミルクボーイ,巨人,97
15,2019,7,ミルクボーイ,塙,99
15,2019,7,ミルクボーイ,志らく,97
15,2019,7,ミルクボーイ,富澤,97
15,2019,7,ミルクボーイ,礼二,96
15,2019,7,ミルクボーイ,松本,97
15,2019,7,ミルクボーイ,上沼,98
15,2019,8,オズワルド,巨人,91
15,2019,8,オズワルド,塙,89
15,2019,8,オズワルド,志らく,89
15,2019,8,オズワルド,富澤,91
15,2019,8,オズワルド,礼二,94
15,2019,8,オズワルド,松本,90
15,2019,8,オズワルド,上沼,94
15,2019,9,インディアンス,巨人,92
15,2019,9,インディアンス,塙,89
15,2019,9,インディアンス,志らく,87
15,2019,9,インディアンス,富澤,90
15,2019,9,インディアンス,礼二,92
15,2019,9,インディアンス,松本,88
15,2019,9,インディアンス,上沼,94
15,2019,10,ぺこぱ,巨人,93
15,2019,10,ぺこぱ,塙,94
15,2019,10,ぺこぱ,志らく,91
15,2019,10,ぺこぱ,富澤,94
15,2019,10,ぺこぱ,礼二,92
15,2019,10,ぺこぱ,松本,94
15,2019,10,ぺこぱ,上沼,96
16,2020,1,インディアンス,巨人,89
16,2020,1,インディアンス,富澤,89
16,2020,1,インディアンス,塙,85
16,2020,1,インディアンス,志らく,89
16,2020,1,インディアンス,礼二,90
16,2020,1,インディアンス,松本,90
16,2020,1,インディアンス,上沼,93
16,2020,2,東京ホテイソン,巨人,86
16,2020,2,東京ホテイソン,富澤,91
16,2020,2,東京ホテイソン,塙,85
16,2020,2,東京ホテイソン,志らく,89
16,2020,2,東京ホテイソン,礼二,88
16,2020,2,東京ホテイソン,松本,86
16,2020,2,東京ホテイソン,上沼,92
16,2020,3,ニューヨーク,巨人,88
16,2020,3,ニューヨーク,富澤,93
16,2020,3,ニューヨーク,塙,93
16,2020,3,ニューヨーク,志らく,91
16,2020,3,ニューヨーク,礼二,91
16,2020,3,ニューヨーク,松本,92
16,2020,3,ニューヨーク,上沼,94
16,2020,4,見取り図,巨人,91
16,2020,4,見取り図,富澤,92
16,2020,4,見取り図,塙,93
16,2020,4,見取り図,志らく,93
16,2020,4,見取り図,礼二,93
16,2020,4,見取り図,松本,91
16,2020,4,見取り図,上沼,95
16,2020,5,おいでやすこが,巨人,92
16,2020,5,おいでやすこが,富澤,93
16,2020,5,おいでやすこが,塙,93
16,2020,5,おいでやすこが,志らく,96
16,2020,5,おいでやすこが,礼二,95
16,2020,5,おいでやすこが,松本,95
16,2020,5,おいでやすこが,上沼,94
16,2020,6,マヂカルラブリー,巨人,88
16,2020,6,マヂカルラブリー,富澤,94
16,2020,6,マヂカルラブリー,塙,94
16,2020,6,マヂカルラブリー,志らく,90
16,2020,6,マヂカルラブリー,礼二,96
16,2020,6,マヂカルラブリー,松本,93
16,2020,6,マヂカルラブリー,上沼,94
16,2020,7,オズワルド,巨人,88
16,2020,7,オズワルド,富澤,91
16,2020,7,オズワルド,塙,95
16,2020,7,オズワルド,志らく,93
16,2020,7,オズワルド,礼二,95
16,2020,7,オズワルド,松本,88
16,2020,7,オズワルド,上沼,92
16,2020,8,アキナ,巨人,89
16,2020,8,アキナ,富澤,88
16,2020,8,アキナ,塙,87
16,2020,8,アキナ,志らく,90
16,2020,8,アキナ,礼二,91
16,2020,8,アキナ,松本,85
16,2020,8,アキナ,上沼,92
16,2020,9,錦鯉,巨人,87
16,2020,9,錦鯉,富澤,92
16,2020,9,錦鯉,塙,95
16,2020,9,錦鯉,志らく,95
16,2020,9,錦鯉,礼二,92
16,2020,9,錦鯉,松本,89
16,2020,9,錦鯉,上沼,93
16,2020,10,ウエストランド,巨人,88
16,2020,10,ウエストランド,富澤,91
16,2020,10,ウエストランド,塙,85
16,2020,10,ウエストランド,志らく,86
16,2020,10,ウエストランド,礼二,90
16,2020,10,ウエストランド,松本,90
16,2020,10,ウエストランド,上沼,92
17,2021,1,モグライダー,巨人,91
17,2021,1,モグライダー,富澤,93
17,2021,1,モグライダー,塙,92
17,2021,1,モグライダー,志らく,89
17,2021,1,モグライダー,礼二,90
17,2021,1,モグライダー,松本,89
17,2021,1,モグライダー,上沼,93
17,2021,2,ランジャタイ,巨人,87
17,2021,2,ランジャタイ,富澤,91
17,2021,2,ランジャタイ,塙,90
17,2021,2,ランジャタイ,志らく,96
17,2021,2,ランジャタイ,礼二,89
17,2021,2,ランジャタイ,松本,87
17,2021,2,ランジャタイ,上沼,88
17,2021,3,ゆにばーす,巨人,89
17,2021,3,ゆにばーす,富澤,92
17,2021,3,ゆにばーす,塙,91
17,2021,3,ゆにばーす,志らく,91
17,2021,3,ゆにばーす,礼二,93
17,2021,3,ゆにばーす,松本,88
17,2021,3,ゆにばーす,上沼,94
17,2021,4,ハライチ,巨人,88
17,2021,4,ハライチ,富澤,90
17,2021,4,ハライチ,塙,89
17,2021,4,ハライチ,志らく,90
17,2021,4,ハライチ,礼二,89
17,2021,4,ハライチ,松本,92
17,2021,4,ハライチ,上沼,98
17,2021,5,真空ジェシカ,巨人,90
17,2021,5,真空ジェシカ,富澤,89
17,2021,5,真空ジェシカ,塙,92
17,2021,5,真空ジェシカ,志らく,94
17,2021,5,真空ジェシカ,礼二,94
17,2021,5,真空ジェシカ,松本,90
17,2021,5,真空ジェシカ,上沼,89
17,2021,6,錦鯉,巨人,92
17,2021,6,錦鯉,富澤,94
17,2021,6,錦鯉,塙,94
17,2021,6,錦鯉,志らく,90
17,2021,6,錦鯉,礼二,96
17,2021,6,錦鯉,松本,94
17,2021,6,錦鯉,上沼,95
17,2021,7,ロングコートダディ,巨人,89
17,2021,7,ロングコートダディ,富澤,90
17,2021,7,ロングコートダディ,塙,93
17,2021,7,ロングコートダディ,志らく,95
17,2021,7,ロングコートダディ,礼二,95
17,2021,7,ロングコートダディ,松本,91
17,2021,7,ロングコートダディ,上沼,96
17,2021,8,オズワルド,巨人,94
17,2021,8,オズワルド,富澤,95
17,2021,8,オズワルド,塙,95
17,2021,8,オズワルド,志らく,96
17,2021,8,オズワルド,礼二,96
17,2021,8,オズワルド,松本,96
17,2021,8,オズワルド,上沼,93
17,2021,9,インディアンス,巨人,92
17,2021,9,インディアンス,富澤,91
17,2021,9,インディアンス,塙,93
17,2021,9,インディアンス,志らく,94
17,2021,9,インディアンス,礼二,94
17,2021,9,インディアンス,松本,93
17,2021,9,インディアンス,上沼,98
17,2021,10,もも,巨人,91
17,2021,10,もも,富澤,90
17,2021,10,もも,塙,91
17,2021,10,もも,志らく,96
17,2021,10,もも,礼二,95
17,2021,10,もも,松本,92
17,2021,10,もも,上沼,90
18,2022,1,カベポスター,邦子,84
18,2022,1,カベポスター,大吉,94
18,2022,1,カベポスター,塙,92
18,2022,1,カベポスター,富澤,93
18,2022,1,カベポスター,志らく,89
18,2022,1,カベポスター,礼二,92
18,2022,1,カベポスター,松本,90
18,2022,2,真空ジェシカ,邦子,95
18,2022,2,真空ジェシカ,大吉,92
18,2022,2,真空ジェシカ,塙,92
18,2022,2,真空ジェシカ,富澤,92
18,2022,2,真空ジェシカ,志らく,94
18,2022,2,真空ジェシカ,礼二,94
18,2022,2,真空ジェシカ,松本,88
18,2022,3,オズワルド,邦子,87
18,2022,3,オズワルド,大吉,93
18,2022,3,オズワルド,塙,90
18,2022,3,オズワルド,富澤,90
18,2022,3,オズワルド,志らく,95
18,2022,3,オズワルド,礼二,92
18,2022,3,オズワルド,松本,92
18,2022,4,ロングコートダディ,邦子,94
18,2022,4,ロングコートダディ,大吉,92
18,2022,4,ロングコートダディ,塙,94
18,2022,4,ロングコートダディ,富澤,96
18,2022,4,ロングコートダディ,志らく,96
18,2022,4,ロングコートダディ,礼二,95
18,2022,4,ロングコートダディ,松本,93
18,2022,5,さや香,邦子,92
18,2022,5,さや香,大吉,96
18,2022,5,さや香,塙,95
18,2022,5,さや香,富澤,97
18,2022,5,さや香,志らく,95
18,2022,5,さや香,礼二,97
18,2022,5,さや香,松本,95
18,2022,6,男性ブランコ,邦子,86
18,2022,6,男性ブランコ,大吉,91
18,2022,6,男性ブランコ,塙,92
18,2022,6,男性ブランコ,富澤,95
18,2022,6,男性ブランコ,志らく,94
18,2022,6,男性ブランコ,礼二,96
18,2022,6,男性ブランコ,松本,96
18,2022,7,ダイヤモンド,邦子,86
18,2022,7,ダイヤモンド,大吉,90
18,2022,7,ダイヤモンド,塙,88
18,2022,7,ダイヤモンド,富澤,88
18,2022,7,ダイヤモンド,志らく,88
18,2022,7,ダイヤモンド,礼二,89
18,2022,7,ダイヤモンド,松本,87
18,2022,8,ヨネダ2000,邦子,91
18,2022,8,ヨネダ2000,大吉,91
18,2022,8,ヨネダ2000,塙,96
18,2022,8,ヨネダ2000,富澤,91
18,2022,8,ヨネダ2000,志らく,97
18,2022,8,ヨネダ2000,礼二,90
18,2022,8,ヨネダ2000,松本,91
18,2022,9,キュウ,邦子,87
18,2022,9,キュウ,大吉,90
18,2022,9,キュウ,塙,88
18,2022,9,キュウ,富澤,90
18,2022,9,キュウ,志らく,89
18,2022,9,キュウ,礼二,90
18,2022,9,キュウ,松本,86
18,2022,10,ウエストランド,邦子,91
18,2022,10,ウエストランド,大吉,93
18,2022,10,ウエストランド,塙,93
18,2022,10,ウエストランド,富澤,94
18,2022,10,ウエストランド,志らく,98
18,2022,10,ウエストランド,礼二,96
18,2022,10,ウエストランド,松本,94
