contest_num,unit,order,judge,score
14,トム・ブラウン,8,上沼,86
14,スーパーマラドーナ,2,巨人,87
14,スーパーマラドーナ,2,礼二,90
14,スーパーマラドーナ,2,塙,89
14,スーパーマラドーナ,2,志らく,88
14,スーパーマラドーナ,2,富澤,89
14,スーパーマラドーナ,2,松本,85
14,スーパーマラドーナ,2,上沼,89
14,ギャロップ,5,巨人,87
14,ギャロップ,5,礼二,90
14,ギャロップ,5,塙,89
14,ギャロップ,5,志らく,86
14,ギャロップ,5,富澤,87
14,ギャロップ,5,松本,86
14,ギャロップ,5,上沼,89
14,見取り図,1,巨人,88
14,見取り図,1,礼二,91
14,見取り図,1,塙,85
14,見取り図,1,志らく,85
14,見取り図,1,富澤,86
14,見取り図,1,松本,83
14,見取り図,1,上沼,88
14,ゆにばーす,6,巨人,84
14,ゆにばーす,6,礼二,91
14,ゆにばーす,6,塙,82
14,ゆにばーす,6,志らく,87
14,ゆにばーす,6,富澤,86
14,ゆにばーす,6,松本,80
14,ゆにばーす,6,上沼,84
15,ミルクボーイ,7,巨人,97
15,ミルクボーイ,7,塙,99
15,ミルクボーイ,7,志らく,97
15,ミルクボーイ,7,富澤,97
15,ミルクボーイ,7,礼二,96
15,ミルクボーイ,7,松本,97
15,ミルクボーイ,7,上沼,98
15,かまいたち,2,巨人,93
15,かまいたち,2,塙,95
15,かまいたち,2,志らく,95
15,かまいたち,2,富澤,93
15,かまいたち,2,礼二,94
15,かまいたち,2,松本,95
15,かまいたち,2,上沼,95
15,ぺこぱ,10,巨人,93
15,ぺこぱ,10,塙,94
15,ぺこぱ,10,志らく,91
15,ぺこぱ,10,富澤,94
15,ぺこぱ,10,礼二,92
15,ぺこぱ,10,松本,94
15,ぺこぱ,10,上沼,96
15,和牛,3,巨人,92
15,和牛,3,塙,96
15,和牛,3,志らく,96
15,和牛,3,富澤,91
15,和牛,3,礼二,93
15,和牛,3,松本,92
15,和牛,3,上沼,92
15,見取り図,6,巨人,94
15,見取り図,6,塙,92
15,見取り図,6,志らく,94
15,見取り図,6,富澤,91
15,見取り図,6,礼二,93
15,見取り図,6,松本,91
15,見取り図,6,上沼,94
15,からし蓮根,5,巨人,93
15,からし蓮根,5,塙,90
15,からし蓮根,5,志らく,89
15,からし蓮根,5,富澤,90
15,からし蓮根,5,礼二,93
15,からし蓮根,5,松本,90
15,からし蓮根,5,上沼,94
15,オズワルド,8,巨人,91
15,オズワルド,8,塙,89
15,オズワルド,8,志らく,89
15,オズワルド,8,富澤,91
15,オズワルド,8,礼二,94
15,オズワルド,8,松本,90
15,オズワルド,8,上沼,94
15,すゑひろがりず,4,巨人,92
15,すゑひろがりず,4,塙,91
15,すゑひろがりず,4,志らく,92
15,すゑひろがりず,4,富澤,90
15,すゑひろがりず,4,礼二,91
15,すゑひろがりず,4,松本,89
15,すゑひろがりず,4,上沼,92
15,インディアンス,9,巨人,92
15,インディアンス,9,塙,89
15,インディアンス,9,志らく,87
15,インディアンス,9,富澤,90
15,インディアンス,9,礼二,92
15,インディアンス,9,松本,88
15,インディアンス,9,上沼,94
15,ニューヨーク,1,巨人,87
15,ニューヨーク,1,塙,91
15,ニューヨーク,1,志らく,90
15,ニューヨーク,1,富澤,88
15,ニューヨーク,1,礼二,88
15,ニューヨーク,1,松本,82
15,ニューヨーク,1,上沼,90
16,おいでやすこが,6,巨人,92
16,おいでやすこが,6,富澤,93
16,おいでやすこが,6,塙,93
16,おいでやすこが,6,志らく,96
16,おいでやすこが,6,礼二,95
16,おいでやすこが,6,松本,95
16,おいでやすこが,6,上沼,94
16,マヂカルラブリー,5,巨人,88
16,マヂカルラブリー,5,富澤,94
16,マヂカルラブリー,5,塙,94
16,マヂカルラブリー,5,志らく,90
16,マヂカルラブリー,5,礼二,96
16,マヂカルラブリー,5,松本,93
16,マヂカルラブリー,5,上沼,94
16,見取り図,4,巨人,91
16,見取り図,4,富澤,92
16,見取り図,4,塙,93
16,見取り図,4,志らく,93
16,見取り図,4,礼二,93
16,見取り図,4,松本,91
16,見取り図,4,上沼,95
16,錦鯉,9,巨人,87
16,錦鯉,9,富澤,92
16,錦鯉,9,塙,95
16,錦鯉,9,志らく,95
16,錦鯉,9,礼二,92
16,錦鯉,9,松本,89
16,錦鯉,9,上沼,93
16,ニューヨーク,3,巨人,88
16,ニューヨーク,3,富澤,93
16,ニューヨーク,3,塙,93
16,ニューヨーク,3,志らく,91
16,ニューヨーク,3,礼二,91
16,ニューヨーク,3,松本,92
16,ニューヨーク,3,上沼,94
16,オズワルド,7,巨人,88
16,オズワルド,7,富澤,91
16,オズワルド,7,塙,95
16,オズワルド,7,志らく,93
16,オズワルド,7,礼二,95
16,オズワルド,7,松本,88
16,オズワルド,7,上沼,92
16,インディアンス,1,巨人,89
16,インディアンス,1,富澤,89
16,インディアンス,1,塙,85
16,インディアンス,1,志らく,89
16,インディアンス,1,礼二,90
16,インディアンス,1,松本,90
16,インディアンス,1,上沼,93
16,アキナ,8,巨人,89
16,アキナ,8,富澤,88
16,アキナ,8,塙,87
16,アキナ,8,志らく,90
16,アキナ,8,礼二,91
16,アキナ,8,松本,85
16,アキナ,8,上沼,92
16,ウエストランド,10,巨人,88
16,ウエストランド,10,富澤,91
16,ウエストランド,10,塙,85
16,ウエストランド,10,志らく,86
16,ウエストランド,10,礼二,90
16,ウエストランド,10,松本,90
16,ウエストランド,10,上沼,92
16,東京ホテイソン,2,巨人,86
16,東京ホテイソン,2,富澤,91
16,東京ホテイソン,2,塙,85
16,東京ホテイソン,2,志らく,89
16,東京ホテイソン,2,礼二,88
16,東京ホテイソン,2,松本,86
16,東京ホテイソン,2,上沼,92
17,オズワルド,8,巨人,94
17,オズワルド,8,富澤,95
17,オズワルド,8,塙,95
17,オズワルド,8,志らく,96
17,オズワルド,8,礼二,96
17,オズワルド,8,松本,96
17,オズワルド,8,上沼,93
17,錦鯉,6,巨人,92
17,錦鯉,6,富澤,94
17,錦鯉,6,塙,94
17,錦鯉,6,志らく,90
17,錦鯉,6,礼二,96
17,錦鯉,6,松本,94
17,錦鯉,6,上沼,95
17,インディアンス,9,巨人,92
17,インディアンス,9,富澤,91
17,インディアンス,9,塙,93
17,インディアンス,9,志らく,94
17,インディアンス,9,礼二,94
17,インディアンス,9,松本,93
17,インディアンス,9,上沼,98
17,ロングコートダディ,7,巨人,89
17,ロングコートダディ,7,富澤,90
17,ロングコートダディ,7,塙,93
17,ロングコートダディ,7,志らく,95
17,ロングコートダディ,7,礼二,95
17,ロングコートダディ,7,松本,91
17,ロングコートダディ,7,上沼,96
17,もも,10,巨人,91
17,もも,10,富澤,90
17,もも,10,塙,91
17,もも,10,志らく,96
17,もも,10,礼二,95
17,もも,10,松本,92
17,もも,10,上沼,90
17,真空ジェシカ,5,巨人,90
17,真空ジェシカ,5,富澤,89
17,真空ジェシカ,5,塙,92
17,真空ジェシカ,5,志らく,94
17,真空ジェシカ,5,礼二,94
17,真空ジェシカ,5,松本,90
17,真空ジェシカ,5,上沼,89
17,ゆにばーす,3,巨人,89
17,ゆにばーす,3,富澤,92
17,ゆにばーす,3,塙,91
17,ゆにばーす,3,志らく,91
17,ゆにばーす,3,礼二,93
17,ゆにばーす,3,松本,88
17,ゆにばーす,3,上沼,94
17,モグライダー,1,巨人,91
17,モグライダー,1,富澤,93
17,モグライダー,1,塙,92
17,モグライダー,1,志らく,89
17,モグライダー,1,礼二,90
17,モグライダー,1,松本,89
17,モグライダー,1,上沼,93
17,ハライチ,4,巨人,88
17,ハライチ,4,富澤,90
17,ハライチ,4,塙,89
17,ハライチ,4,志らく,90
17,ハライチ,4,礼二,89
17,ハライチ,4,松本,92
17,ハライチ,4,上沼,98
17,ランジャタイ,2,巨人,87
17,ランジャタイ,2,富澤,91
17,ランジャタイ,2,塙,90
17,ランジャタイ,2,志らく,96
17,ランジャタイ,2,礼二,89
17,ランジャタイ,2,松本,87
17,ランジャタイ,2,上沼,88
18,さや香,10,邦子,92
18,さや香,10,大吉,96
18,さや香,10,塙,95
18,さや香,10,富澤,97
18,さや香,10,志らく,95
18,さや香,10,礼二,97
18,さや香,10,松本,95
18,ロングコートダディ,5,邦子,94
18,ロングコートダディ,5,大吉,92
18,ロングコートダディ,5,塙,94
18,ロングコートダディ,5,富澤,96
18,ロングコートダディ,5,志らく,96
18,ロングコートダディ,5,礼二,95
18,ロングコートダディ,5,松本,93
18,ウエストランド,4,邦子,91
18,ウエストランド,4,大吉,93
18,ウエストランド,4,塙,93
18,ウエストランド,4,富澤,94
18,ウエストランド,4,志らく,98
18,ウエストランド,4,礼二,96
18,ウエストランド,4,松本,94
18,男性ブランコ,6,邦子,86
18,男性ブランコ,6,大吉,91
18,男性ブランコ,6,塙,92
18,男性ブランコ,6,富澤,95
18,男性ブランコ,6,志らく,94
18,男性ブランコ,6,礼二,96
18,男性ブランコ,6,松本,96
18,真空ジェシカ,2,邦子,95
18,真空ジェシカ,2,大吉,92
18,真空ジェシカ,2,塙,92
18,真空ジェシカ,2,富澤,92
18,真空ジェシカ,2,志らく,94
18,真空ジェシカ,2,礼二,94
18,真空ジェシカ,2,松本,88
18,ヨネダ2000,8,邦子,91
18,ヨネダ2000,8,大吉,91
18,ヨネダ2000,8,塙,96
18,ヨネダ2000,8,富澤,91
18,ヨネダ2000,8,志らく,97
18,ヨネダ2000,8,礼二,90
18,ヨネダ2000,8,松本,91
18,オズワルド,3,邦子,87
18,オズワルド,3,大吉,93
18,オズワルド,3,塙,90
18,オズワルド,3,富澤,90
18,オズワルド,3,志らく,95
18,オズワルド,3,礼二,92
18,オズワルド,3,松本,92
18,カベポスター,1,邦子,84
18,カベポスター,1,大吉,94
18,カベポスター,1,塙,92
18,カベポスター,1,富澤,93
18,カベポスター,1,志らく,89
18,カベポスター,1,礼二,92
18,カベポスター,1,松本,90
18,キュウ,9,邦子,87
18,キュウ,9,大吉,90
18,キュウ,9,塙,88
18,キュウ,9,富澤,90
18,キュウ,9,志らく,89
18,キュウ,9,礼二,90
18,キュウ,9,松本,86
18,ダイヤモンド,7,邦子,86
18,ダイヤモンド,7,大吉,90
18,ダイヤモンド,7,塙,88
18,ダイヤモンド,7,富澤,88
18,ダイヤモンド,7,志らく,88
18,ダイヤモンド,7,礼二,89
18,ダイヤモンド,7,松本,87
